Entity,Code,Year,"Meat, game | 00001163 || Production | 005510 || tonnes","Meat, duck | 00001069 || Production | 005510 || tonnes","Meat, horse | 00001097 || Production | 005510 || tonnes","Meat, camel | 00001127 || Production | 005510 || tonnes","Meat, goose and guinea fowl | 00001073 || Production | 005510 || tonnes","Meat, sheep and goat | 00001807 || Production | 005510 || tonnes","Meat, beef and buffalo | 00001806 || Production | 005510 || tonnes","Meat, pig | 00001035 || Production | 005510 || tonnes","Meat, poultry | 00001808 || Production | 005510 || tonnes"
Poland,POL,1966,3100,7000,5500,,14000,19300,406000,1342700,103500
Poland,POL,1967,3700,7000,8600,,14000,21000,470500,1312700,107400
Poland,POL,1968,4400,7000,10800,,14000,22700,505800,1294200,114300
Poland,POL,1969,6000,9000,12700,,14000,22700,544300,1312500,123700
Poland,POL,1970,4600,9000,19100,,14000,21800,508800,1292400,127900
Poland,POL,1971,4600,9000,19300,,14000,22300,487300,1329600,138500
Poland,POL,1972,5200,12000,15800,,12000,23200,451700,1587100,158600
Poland,POL,1973,5600,12000,13400,,12000,22200,487400,1770600,181200
Poland,POL,1974,5400,14000,15200,,12000,20400,627500,1885000,206200
Poland,POL,1975,5400,14000,15400,,12000,17100,685300,1811700,235600
Poland,POL,1976,5400,14000,18500,,11000,16100,778600,1542800,276800
Poland,POL,1977,7400,14000,20700,,9000,17200,711000,1551000,320400
Poland,POL,1978,6900,14000,20100,,11000,19300,700200,1784800,358300
Poland,POL,1979,7300,16000,20800,,10000,20300,735500,1795400,398400
Poland,POL,1980,7200,16000,21600,,10000,18500,702600,1711400,418900
Poland,POL,1981,6974,16000,13100,,10000,17900,524300,1345500,432200
Poland,POL,1982,7600,11000,11100,,9000,17900,674000,1462000,186800
Poland,POL,1983,10500,13000,18100,,9000,17300,642000,1396200,189100
Poland,POL,1984,9000,13000,21200,,9000,20800,686500,1303900,255400
Poland,POL,1985,10500,15000,25900,,9000,26100,723500,1486300,275600
Poland,POL,1986,10800,15000,20200,,10000,30700,751900,1728100,315300
Poland,POL,1987,9900,15000,17200,,7000,30200,735100,1729200,325400
Poland,POL,1988,10000,16000,12600,,5000,26400,688900,1828300,347200
Poland,POL,1989,11000,18000,9400,,7000,22400,636700,1854200,362000
Poland,POL,1990,12900,16016,3600,,9000,28700,725400,1854500,331016
Poland,POL,1991,15200,16688,4100,,8200,33000,662500,1947300,343812
Poland,POL,1992,15300,15690,3900,,7000,22500,544100,2035600,321490
Poland,POL,1993,11700,14599,4300,,6513,17600,480400,1903000,301912
Poland,POL,1994,11300,18418,6800,,8200,8300,421300,1681300,381118
Poland,POL,1995,11500,13000,4200,,9000,5600,385700,2007500,383600
Poland,POL,1996,12000,17000,4600,,7800,5100,414900,2063700,443455
Poland,POL,1997,9700,7400,5200,,5500,2900,429100,1891300,478000
Poland,POL,1998,12100,9500,7100,,7000,1300,429900,2026200,523617
Poland,POL,1999,12000,10000,9100,,7400,1600,384600,2043000,573000
Poland,POL,2000,11000,11000,11200,,6900,1300,348500,1923000,589400
Poland,POL,2001,6000,13000,10300,,6900,1300,316300,1849100,703400
Poland,POL,2002,7858,15000,8000,,6900,1100,281300,2023300,822900
Poland,POL,2003,8284,17200,7400,,9200,1400,317400,2190300,713426
Poland,POL,2004,8000,18100,7500,,18400,1700,310500,1956000,795918
Poland,POL,2005,10000,18200,10000,,18400,1200,309500,1955500,892424
Poland,POL,2006,11000,16000,10600,,18400,1300,362900,2097500,918779
Poland,POL,2007,13000,17000,12600,,18400,1500,379500,2150700,1021874
Poland,POL,2008,13000,17200,10600,,18400,1400,393400,1920400,865442
Poland,POL,2009,13000,17000,14100,,18400,1200,396900,1735700,1195183
Poland,POL,2010,10000,17200,14400,,18400,1100,400900,1894800,1258600
Poland,POL,2011,10000,16770,12600,,18400,1100,391200,1936300,1297170
Poland,POL,2012,9863,19533,11900,,27564,900,382900,1848600,1587077
Poland,POL,2013,9192,28253,11000,,30898,900,373900,1775500,1704951
Poland,POL,2014,8894,23625,7800,,28997,1300,446300,1864500,1666277
Poland,POL,2015,8759,23804,9900,,29153,700,486700,1976000,1680996
Poland,POL,2016,8351,25227,9600,,29683,700,512000,2008800,1717845
Poland,POL,2017,8103,24218,8600,,25946,900,569200,2032900,1695017
Poland,POL,2019,,61880,8700,,,1150,560500,1988840,2567679
Poland,POL,2020,,63520,,,,1090,559460,1985120,2688642
Poland,POL,2018,,,9200,,,1020,564840,2093200,2551068
Polynesia,OWID_PYA,1961,,10,,,,85,702,1855,474
Polynesia,OWID_PYA,1962,,11,,,,84,793,2021,504
Polynesia,OWID_PYA,1963,,12,,,,86,892,2245,518
Polynesia,OWID_PYA,1964,,13,,,,87,1001,2292,554
Polynesia,OWID_PYA,1965,,14,,,,87,1006,2404,573
Polynesia,OWID_PYA,1966,,15,,,,90,851,2476,653
Polynesia,OWID_PYA,1967,,16,,,,90,824,2507,822
Polynesia,OWID_PYA,1968,,18,,,,91,904,2575,842
Polynesia,OWID_PYA,1969,,20,,,,90,960,2646,798
Polynesia,OWID_PYA,1970,,22,,,,89,811,2757,1137
Polynesia,OWID_PYA,1971,,23,,,,98,841,2908,892
Polynesia,OWID_PYA,1972,,25,,,,87,653,2940,790
Polynesia,OWID_PYA,1973,,25,,,,86,765,3029,828
Polynesia,OWID_PYA,1974,,25,,,,91,632,3255,873
Polynesia,OWID_PYA,1975,,25,,,,99,745,3335,955
Polynesia,OWID_PYA,1976,,26,,,,101,885,3684,1058
Polynesia,OWID_PYA,1977,,26,,,,104,1169,3781,1041
Polynesia,OWID_PYA,1978,,26,,,,108,1199,3797,1103
Polynesia,OWID_PYA,1979,,35,,,,114,1178,3770,1279
Polynesia,OWID_PYA,1980,,38,,,,119,1188,4230,1335
Polynesia,OWID_PYA,1981,,38,,,,125,1149,4721,1244
Polynesia,OWID_PYA,1982,,26,,,,113,1145,4908,1234
Polynesia,OWID_PYA,1983,,25,,,,106,1112,5188,1164
Polynesia,OWID_PYA,1984,,20,,,,104,1156,5656,982
Polynesia,OWID_PYA,1985,,22,,,,102,1042,5950,1223
Polynesia,OWID_PYA,1986,,22,,,,101,1041,6384,1340
Polynesia,OWID_PYA,1987,,22,,,,103,1225,6472,1404
Polynesia,OWID_PYA,1988,,22,,,,109,1240,6726,1409
Polynesia,OWID_PYA,1989,,35,,,,99,1549,7127,1099
Polynesia,OWID_PYA,1990,,35,,,,103,1491,7274,1276
Polynesia,OWID_PYA,1991,,35,,,,108,1428,6910,1367
Polynesia,OWID_PYA,1992,,35,,,,120,1315,6706,1216
Polynesia,OWID_PYA,1993,,35,,,,109,1290,6833,1262
Polynesia,OWID_PYA,1994,,35,,,,109,1331,7010,1338
Polynesia,OWID_PYA,1995,,35,,,,110,1395,6867,1390
Polynesia,OWID_PYA,1996,,35,,,,109,1710,6849,1488
Polynesia,OWID_PYA,1997,,35,,,,107,1398,6819,1484
Polynesia,OWID_PYA,1998,,35,,,,108,1428,6885,1492
Polynesia,OWID_PYA,1999,,35,,,,111,1480,6886,1585
Polynesia,OWID_PYA,2000,,36,,,,111,1560,6994,1556
Polynesia,OWID_PYA,2001,,36,,,,111,1559,7219,1649
Polynesia,OWID_PYA,2002,,36,,,,109,1764,6758,1565
Polynesia,OWID_PYA,2003,,35,,,,108,1603,6618,1562
Polynesia,OWID_PYA,2004,,35,,,,105,1620,6753,1560
Polynesia,OWID_PYA,2005,,35,,,,105,1575,6761,1576
Polynesia,OWID_PYA,2006,,35,,,,106,1587,6684,1515
Polynesia,OWID_PYA,2007,,35,,,,106,1616,6600,1532
Polynesia,OWID_PYA,2008,,35,,,,106,1585,6468,1526
Polynesia,OWID_PYA,2009,,35,,,,106,1815,6099,1384
Polynesia,OWID_PYA,2010,,35,,,,105,1808,6401,1474
Polynesia,OWID_PYA,2011,,35,,,,105,1895,6237,1485
Polynesia,OWID_PYA,2012,,34,,,,106,1965,6317,1496
Polynesia,OWID_PYA,2013,,33,,,,107,1845,6176,1513
Polynesia,OWID_PYA,2014,,32,,,,105,1778,6227,1503
Polynesia,OWID_PYA,2015,,33,,,,104,1865,6141,1519
Polynesia,OWID_PYA,2016,,33,,,,103,1597,5831,1474
Polynesia,OWID_PYA,2017,,33,,,,104,1480,5483,1462
Polynesia,OWID_PYA,2018,,32,,,,104,1877,5226,1432
Polynesia,OWID_PYA,2019,,32,,,,103,867,4600,1351
Polynesia,OWID_PYA,2020,,32,,,,103,1497,4743,1403
Portugal,PRT,1961,1939,,2500,,,20751,46239,84309,14715
Portugal,PRT,1962,1969,,2390,,,21111,52251,79768,24439
Portugal,PRT,1963,2018,,2536,,,20975,48930,80259,31962
Portugal,PRT,1964,2097,,2899,,,24800,45597,75572,36785
Portugal,PRT,1965,2188,,2430,,,25693,60903,75419,39125
Portugal,PRT,1966,2291,,2052,,,23580,65095,81000,39402
Portugal,PRT,1967,2209,,1600,,,23651,54672,87000,39679
Portugal,PRT,1968,1536,,1432,,,20225,62233,95500,39966
Portugal,PRT,1969,1697,,1540,,,21384,84858,102300,48522
Portugal,PRT,1970,1795,,1729,,,22229,94106,93800,52700
Portugal,PRT,1971,1950,,2122,,,20930,81152,97800,61748
Portugal,PRT,1972,2093,,1757,,,20902,78553,105900,69486
Portugal,PRT,1973,2298,,1493,,,24237,86197,111000,77654
Portugal,PRT,1974,2351,,1141,,,24492,89462,115700,94133
Portugal,PRT,1975,2587,,1037,,,24456,102323,129248,95000
Portugal,PRT,1976,2793,,988,,,25561,85675,124621,110000
Portugal,PRT,1977,4099,,689,,,26397,83848,140000,133773
Portugal,PRT,1978,4045,,825,,,25812,96405,155000,117399
Portugal,PRT,1979,4186,,973,,,21855,98630,160000,113309
Portugal,PRT,1980,4016,,982,,,23925,102586,155000,145220
Portugal,PRT,1981,4198,,949,,,23344,120882,177977,134550
Portugal,PRT,1982,4353,,1021,,,25267,126923,178839,127750
Portugal,PRT,1983,4540,,1403,,,26322,109662,175763,134350
Portugal,PRT,1984,4570,,1559,,,25320,99433,183295,107465
Portugal,PRT,1985,4680,,1421,,,24473,99772,174490,108264
Portugal,PRT,1986,4780,,1248,,,25534,105004,171199,127163
Portugal,PRT,1987,4742,,1163,,,25905,104608,199255,134386
Portugal,PRT,1988,4737,,1038,,,27820,114568,183315,138546
Portugal,PRT,1989,4780,,1068,,,27071,131111,210822,139931
Portugal,PRT,1990,5192,,919,,,27811,116411,279323,129403
Portugal,PRT,1991,5228,,865,,,30423,132689,262521,142000
Portugal,PRT,1992,5283,,784,,,27469,127308,264588,199206
Portugal,PRT,1993,5465,,765,,,26300,120426,307287,203128
Portugal,PRT,1994,5374,,651,,,27287,95164,315625,220717
Portugal,PRT,1995,5264,,565,,,26778,105016,305036,218255
Portugal,PRT,1996,4836,,699,,,26175,100304,324583,231328
Portugal,PRT,1997,4655,,538,,,27174,109538,330041,253045
Portugal,PRT,1998,4680,,598,,,25641,96709,358610,280475
Portugal,PRT,1999,4244,,468,,,24871,98214,373248,268589
Portugal,PRT,2000,4148,,372,,,26258,100787,355422,273161
Portugal,PRT,2001,4200,,482,,,24174,96312,342609,294567
Portugal,PRT,2002,4216,,341,,,25889,106638,355956,287887
Portugal,PRT,2003,4243,,290,,,24159,105772,354875,249564
Portugal,PRT,2004,4235,,245,,,23569,119260,340279,268364
Portugal,PRT,2005,4240,,243,,,23354,119019,352998,273583
Portugal,PRT,2006,4242,,211,,,24919,106087,365869,266617
Portugal,PRT,2007,4250,,200,,,25968,91743,385864,291995
Portugal,PRT,2008,4235,,157,,,22998,108540,404153,299937
Portugal,PRT,2009,4191,,149,,,19446,102995,395970,309796
Portugal,PRT,2010,4212,,126,,,19796,93159,407808,314027
Portugal,PRT,2011,4205,,178,,,19643,96003,406814,310948
Portugal,PRT,2012,4198,,543,,,19066,92988,384182,313826
Portugal,PRT,2013,4191,,547,,,19071,84011,366414,314297
Portugal,PRT,2014,4181,,540,,,10933,79843,381656,314185
Portugal,PRT,2015,4157,,606,,,18843,88645,400296,329141
Portugal,PRT,2016,4169,,211,,,18242,90704,399674,343176
Portugal,PRT,2017,4164,,223,,,16952,91187,377866,361365
Portugal,PRT,2018,,10570,180,,,16900,93790,383220,343860
Portugal,PRT,2019,,10510,,,,17920,92030,387920,350250
Portugal,PRT,2020,,9620,,,,15680,97780,379290,354190
Puerto Rico,PRI,1961,,,,,,154,13304,10558,9328
Puerto Rico,PRI,1962,,,,,,154,13548,10897,10584
Puerto Rico,PRI,1963,,,,,,156,15008,11477,11040
Puerto Rico,PRI,1964,,,,,,162,16093,11367,11572
Puerto Rico,PRI,1965,,,,,,164,18381,12517,10389
Puerto Rico,PRI,1966,,,,,,202,20192,12226,10795
Puerto Rico,PRI,1967,,,,,,201,20279,12235,11119
Puerto Rico,PRI,1968,,,,,,208,19189,12732,11375
Puerto Rico,PRI,1969,,,,,,204,18100,13950,11506
Puerto Rico,PRI,1970,,,,,,211,18103,13141,12543
Puerto Rico,PRI,1971,,,,,,210,20178,13377,13759
Puerto Rico,PRI,1972,,,,,,217,20775,14197,13945
Puerto Rico,PRI,1973,,,,,,219,21407,15031,14720
Puerto Rico,PRI,1974,,,,,,219,22280,14590,15106
Puerto Rico,PRI,1975,,,,,,256,20052,15474,15906
Puerto Rico,PRI,1976,,,,,,277,21055,18598,17184
Puerto Rico,PRI,1977,,,,,,288,21057,19835,18570
Puerto Rico,PRI,1978,,,,,,285,25428,25787,18996
Puerto Rico,PRI,1979,,,,,,294,28128,23239,25080
Puerto Rico,PRI,1980,,,,,,282,22079,16218,27883
Puerto Rico,PRI,1981,,,,,,263,17123,18861,29544
Puerto Rico,PRI,1982,,,,,,191,16980,20230,28280
Puerto Rico,PRI,1983,,,,,,208,21200,16564,26533
Puerto Rico,PRI,1984,,,,,,210,25809,15422,26313
Puerto Rico,PRI,1985,,,,,,203,24418,17894,33041
Puerto Rico,PRI,1986,,,,,,197,25409,25216,38790
Puerto Rico,PRI,1987,,,,,,207,27656,23734,42438
Puerto Rico,PRI,1988,,,,,,222,22205,22394,50595
Puerto Rico,PRI,1989,,,,,,261,19896,25106,53309
Puerto Rico,PRI,1990,,,,,,279,20929,28353,51329
Puerto Rico,PRI,1991,,,,,,310,18859,30343,56672
Puerto Rico,PRI,1992,,,,,,337,20551,18000,57591
Puerto Rico,PRI,1993,,,,,,313,18712,17132,59269
Puerto Rico,PRI,1994,,,,,,305,17835,15403,61305
Puerto Rico,PRI,1995,,,,,,247,16218,15375,61709
Puerto Rico,PRI,1996,,,,,,227,13669,14937,59826
Puerto Rico,PRI,1997,,,,,,184,15713,13186,59886
Puerto Rico,PRI,1998,,,,,,189,13500,14000,58997
Puerto Rico,PRI,1999,,,,,,54,17545,9361,52510
Puerto Rico,PRI,2000,,,,,,53,15122,9469,59582
Puerto Rico,PRI,2001,,,,,,58,12511,10095,51524
Puerto Rico,PRI,2002,,,,,,61,10647,9262,54103
Puerto Rico,PRI,2003,,,,,,32,9656,9223,47065
Puerto Rico,PRI,2004,,,,,,26,12583,11895,49753
Puerto Rico,PRI,2005,,,,,,29,9802,10743,49579
Puerto Rico,PRI,2006,,,,,,32,9800,11000,50000
Puerto Rico,PRI,2007,,,,,,34,10000,11200,52353
Puerto Rico,PRI,2008,,,,,,36,10200,11500,51978
Puerto Rico,PRI,2009,,,,,,30,10300,11900,50897
Puerto Rico,PRI,2010,,,,,,28,9031,11045,55000
Puerto Rico,PRI,2011,,,,,,30,8779,11119,58000
Puerto Rico,PRI,2012,,,,,,29,8495,10914,47215
Puerto Rico,PRI,2013,,,,,,30,8210,10708,41496
Puerto Rico,PRI,2014,,,,,,32,6793,10297,35409
Puerto Rico,PRI,2015,,,,,,30,7004,9094,33505
Puerto Rico,PRI,2016,,,,,,30,6895,8148,33144
Puerto Rico,PRI,2017,,,,,,27,6629,8702,34355
Puerto Rico,PRI,2018,,,,,,27,6333,8990,31904
Puerto Rico,PRI,2019,,,,,,27,6032,8806,29524
Puerto Rico,PRI,2020,,,,,,28,5735,8763,27118
Qatar,QAT,2020,,29,,1037,,5193,1512,,34790
Qatar,QAT,1989,,,,650,,7058,200,,2145
Qatar,QAT,1990,,,,683,,10842,202,,2923
Qatar,QAT,1991,,,,828,,13107,185,,3745
Qatar,QAT,1992,,,,965,,10479,223,,3833
Qatar,QAT,1993,,,,1000,,10615,228,,3672
Qatar,QAT,1994,,,,1020,,10554,240,,4043
Qatar,QAT,1995,,,,1035,,10118,246,,3817
Qatar,QAT,1996,,,,1070,,6602,324,,4111
Qatar,QAT,1997,,,,1080,,10058,418,,3259
Qatar,QAT,1998,,,,1025,,7661,408,,2749
Qatar,QAT,1999,,,,1120,,5825,470,,2714
Qatar,QAT,2000,,,,1210,,6494,540,,4209
Qatar,QAT,2001,,,,1030,,8550,312,,3963
Qatar,QAT,2002,,,,1045,,8988,312,,5534
Qatar,QAT,2003,,,,1070,,7802,324,,4817
Qatar,QAT,2004,,,,1090,,6255,480,,4900
Qatar,QAT,2005,,,,1067,,8856,300,,5308
Qatar,QAT,2006,,,,1100,,9360,324,,5740
Qatar,QAT,2007,,,,1105,,9111,324,,6580
Qatar,QAT,2008,,,,1139,,10680,324,,7000
Qatar,QAT,2009,,,,1190,,11550,516,,7280
Qatar,QAT,2010,,,,1326,,10720,576,,8120
Qatar,QAT,2011,,,,1360,,10940,468,,9240
Qatar,QAT,2012,,,,1860,,11160,480,,9800
Qatar,QAT,2013,,,,2196,,11352,495,,8117
Qatar,QAT,2014,,,,459,,14896,663,,8006
Qatar,QAT,2015,,,,2534,,15439,714,,8527
Qatar,QAT,2016,,,,1687,,11374,926,,18000
Qatar,QAT,2017,,,,1863,,14265,846,,15000
Qatar,QAT,2018,,,,2137,,12484,1332,,26000
Qatar,QAT,2019,,,,2148,,9838,1554,,27000
Qatar,QAT,1961,,,,,,1629,96,,44
Qatar,QAT,1962,,,,,,1680,102,,44
Qatar,QAT,1963,,,,,,1734,103,,46
Qatar,QAT,1964,,,,,,1780,108,,48
Qatar,QAT,1965,,,,,,1812,120,,48
Qatar,QAT,1966,,,,,,1893,120,,50
Qatar,QAT,1967,,,,,,1975,120,,60
Qatar,QAT,1968,,,,,,2132,120,,80
Qatar,QAT,1969,,,,,,2146,120,,100
Qatar,QAT,1970,,,,,,2235,120,,120
Qatar,QAT,1971,,,,,,4410,138,,140
Qatar,QAT,1972,,,,,,2024,120,,160
Qatar,QAT,1973,,,,,,2488,132,,180
Qatar,QAT,1974,,,,,,2652,144,,200
Qatar,QAT,1975,,,,,,3709,168,,300
Qatar,QAT,1976,,,,,,2846,180,,400
Qatar,QAT,1977,,,,,,4428,192,,561
Qatar,QAT,1978,,,,,,5530,156,,659
Qatar,QAT,1979,,,,,,5405,144,,913
Qatar,QAT,1980,,,,,,6294,192,,700
Qatar,QAT,1981,,,,,,6601,192,,776
Qatar,QAT,1982,,,,,,6730,102,,923
Qatar,QAT,1983,,,,,,12210,106,,1270
Qatar,QAT,1984,,,,,,9524,114,,1675
Qatar,QAT,1985,,,,,,7030,120,,1862
Qatar,QAT,1986,,,,,,18252,180,,1162
Qatar,QAT,1987,,,,,,10480,198,,1500
Qatar,QAT,1988,,,,,,12730,199,,2629
Reunion,REU,1985,,722,10,,,87,1200,5361,6122
Reunion,REU,1986,,1368,10,,,84,1157,5675,6888
Reunion,REU,1987,,1653,10,,,88,1238,6223,7383
Reunion,REU,1988,,1520,10,,,84,1159,6693,8190
Reunion,REU,1989,,1672,10,,10,86,1246,7187,8912
Reunion,REU,1990,,2280,18,,20,89,1261,7589,10400
Reunion,REU,1991,,2660,14,,40,91,1050,8500,11940
Reunion,REU,1992,,2660,13,,30,86,1060,9500,12040
Reunion,REU,1993,,2850,11,,34,87,1206,10186,12459
Reunion,REU,1994,,2755,11,,35,88,1146,10320,13196
Reunion,REU,1995,,2850,24,,36,80,1182,10314,14420
Reunion,REU,1996,,2907,11,,38,84,1127,10314,14773
Reunion,REU,1997,,2964,11,,40,95,1500,12591,16489
Reunion,REU,1998,,3040,12,,41,99,1517,11273,17686
Reunion,REU,1999,,3097,13,,43,97,1737,12040,18295
Reunion,REU,2000,,3154,13,,45,99,1615,12297,18104
Reunion,REU,2001,,3230,13,,46,98,1750,11889,18196
Reunion,REU,2002,,3287,14,,48,99,1782,12080,18528
Reunion,REU,2003,,3287,12,,50,95,1670,12196,18536
Reunion,REU,2004,,3287,13,,51,92,1733,12808,18687
Reunion,REU,2005,,3287,14,,53,93,1798,13178,18924
Reunion,REU,2006,,3287,14,,54,92,1859,12955,19234
Reunion,REU,1961,,,20,,,35,2100,3250,1600
Reunion,REU,1962,,,20,,,38,2196,3400,1600
Reunion,REU,1963,,,20,,,34,2381,3479,1800
Reunion,REU,1964,,,20,,,44,2026,3250,1800
Reunion,REU,1965,,,10,,,38,1400,3375,2000
Reunion,REU,1966,,,4,,,70,1519,2911,2300
Reunion,REU,1967,,,5,,,73,1497,3189,1800
Reunion,REU,1968,,,3,,,82,1620,3475,2000
Reunion,REU,1969,,,4,,,91,1660,3569,2100
Reunion,REU,1970,,,3,,,83,1551,4028,2100
Reunion,REU,1971,,,4,,,74,1426,4452,2100
Reunion,REU,1972,,,2,,,95,1472,4073,2120
Reunion,REU,1973,,,3,,,111,1110,3197,2145
Reunion,REU,1974,,,3,,,97,839,3253,2428
Reunion,REU,1975,,,2,,,92,844,3623,2625
Reunion,REU,1976,,,2,,,89,809,4052,3670
Reunion,REU,1977,,,1,,,81,1070,4571,4130
Reunion,REU,1978,,,1,,,75,1012,4402,3470
Reunion,REU,1979,,,1,,,75,951,4660,5270
Reunion,REU,1980,,,1,,,71,977,5019,5600
Reunion,REU,1981,,,1,,,74,890,5421,5100
Reunion,REU,1982,,,1,,,91,935,5271,5800
Reunion,REU,1983,,,10,,,86,1011,5355,6000
Reunion,REU,1984,,,10,,,85,1131,5523,6000
Romania,ROU,1982,1000,,4500,,,71500,228500,785000,400400
Romania,ROU,1983,800,,4500,,,71900,209000,790000,423500
Romania,ROU,1984,1700,,4860,,,89500,235000,869000,420000
Romania,ROU,1985,2100,,5400,,,84200,231500,853000,441000
Romania,ROU,1986,2800,,5940,,,80800,190500,851000,462000
Romania,ROU,1987,2600,,6120,,,89700,206300,872000,462700
Romania,ROU,1988,2800,,6300,,,82200,191000,818000,427700
Romania,ROU,1989,6000,,5940,,,96700,219500,798000,338800
Romania,ROU,1990,3000,,6660,,,108500,316500,787835,386400
Romania,ROU,1991,2500,,6912,,,94000,317000,833910,331800
Romania,ROU,1992,2700,,7200,,,99500,249500,788750,295400
Romania,ROU,1993,2900,,7380,,,91500,252000,761300,300800
Romania,ROU,1994,3000,,7560,,,80500,258000,775300,260000
Romania,ROU,1995,3300,,7740,,,75172,201781,673016,286110
Romania,ROU,1996,3500,,7740,,,71476,177415,630646,292558
Romania,ROU,1997,3525,,7740,,,64233,185104,666700,254253
Romania,ROU,1998,3618,,8100,,,56884,150245,617188,267034
Romania,ROU,1999,3800,,8640,,,57932,153000,595133,268501
Romania,ROU,2000,3780,,9000,,,53134,162000,502337,259414
Romania,ROU,2001,3835,,8640,,,51880,144558,460109,283898
Romania,ROU,2002,3892,,9000,,,54422,156106,476168,339897
Romania,ROU,2003,3950,,9000,,,67500,185400,532516,344198
Romania,ROU,2004,4008,,9360,,,73049,161618,374039,302928
Romania,ROU,2005,4074,,9000,,,51783,190196,436424,308639
Romania,ROU,2006,4200,,9900,,,45246,159313,451832,273305
Romania,ROU,2007,4300,,9360,,,54763,164642,470223,312145
Romania,ROU,2008,4217,,9360,,,50743,149660,439029,316007
Romania,ROU,2009,4189,,9540,,,70817,155199,470567,371393
Romania,ROU,2010,4100,,9540,,,69887,154464,428891,349021
Romania,ROU,2011,4100,,9180,,,69503,142306,454415,327025
Romania,ROU,2012,4233,,7892,,,76237,114464,442942,351704
Romania,ROU,2013,4390,,6888,,,76599,96179,396070,322893
Romania,ROU,2014,4456,,7602,,,76860,107581,459756,396995
Romania,ROU,2015,4506,,7073,,,79623,118851,470055,410783
Romania,ROU,2016,4508,,6858,,,87024,116177,500777,418720
Romania,ROU,2017,4544,,6565,,,83155,110991,491906,436040
Romania,ROU,2018,,0,,,,52120,78760,426990,479867
Romania,ROU,2019,,0,,,,54910,73730,398730,507106
Romania,ROU,2020,,0,,,,54640,87490,388170,487373
Romania,ROU,1961,,,9000,,,53300,158500,283000,66000
Romania,ROU,1962,,,9000,,,54300,172700,300000,71000
Romania,ROU,1963,,,8640,,,51300,147600,245000,76000
Romania,ROU,1964,,,8640,,,49600,151400,330000,81000
Romania,ROU,1965,,,8460,,,49700,157400,357000,86500
Romania,ROU,1966,,,8460,,,48700,189100,372000,88500
Romania,ROU,1967,,,8460,,,57600,209300,406000,93200
Romania,ROU,1968,,,8460,,,55000,246700,420000,98400
Romania,ROU,1969,,,8460,,,65300,225600,417000,116000
Romania,ROU,1970,,,8100,,,79700,215000,468000,120000
Romania,ROU,1971,,,8100,,,66900,203500,474000,145000
Romania,ROU,1972,,,7740,,,63200,210200,591000,190000
Romania,ROU,1973,,,7560,,,69200,241000,674000,209000
Romania,ROU,1974,,,7560,,,70000,240000,749000,238000
Romania,ROU,1975,,,7380,,,70700,256600,754000,282000
Romania,ROU,1976,,,7200,,,67400,271700,796000,275800
Romania,ROU,1977,,,7380,,,78000,295700,829000,307300
Romania,ROU,1978,,,6840,,,71000,288000,852000,323400
Romania,ROU,1979,,,7200,,,85000,322600,925000,373800
Romania,ROU,1980,,,7200,,,78000,291800,863000,357000
Romania,ROU,1981,,,5400,,,64000,289000,855000,382200
Russia,RUS,1992,,,66000,313,,330121,3631500,2783500,1379927
Russia,RUS,1993,,,65500,321,,360006,3358800,2432100,1245043
Russia,RUS,1994,,,59000,323,,315776,3240200,2103500,1036129
Russia,RUS,1995,,,62000,324,,261618,2733500,1865400,845417
Russia,RUS,1996,,,63000,332,,230196,2629825,1705200,678297
Russia,RUS,1997,,,73000,343,,199559,2394900,1545500,621291
Russia,RUS,1998,,,70000,327,,178087,2246500,1504900,680859
Russia,RUS,1999,,,56000,300,,143341,1867600,1485000,756700
Russia,RUS,2000,,,52000,308,,139551,1897900,1578200,774985
Russia,RUS,2001,,,52000,250,,134208,1878600,1514700,883843
Russia,RUS,2002,,,52000,200,,135621,1967400,1608300,962560
Russia,RUS,2003,,,48200,216,,133281,2002300,1742600,1058422
Russia,RUS,2004,,,52702,268,,143795,1953900,1685800,1187216
Russia,RUS,2005,,,52634,194,,154100,1809200,1569100,1380597
Russia,RUS,2006,,,49325,188,,156300,1721500,1699200,1632360
Russia,RUS,2007,,,41646,157,,167900,1699200,1929700,1800808
Russia,RUS,2008,,,45954,172,,174163,1768716,2042059,2000657
Russia,RUS,2009,,,48936,89,,182645,1740628,2169475,2313376
Russia,RUS,2010,,,52878,164,,184641,1727311,2330806,2563467
Russia,RUS,2011,,,47942,103,,189015,1625469,2427636,2895489
Russia,RUS,2012,,,47652,134,,190392,1641519,2559477,3299495
Russia,RUS,2013,,,48678,200,,189968,1633258,2816178,3456639
Russia,RUS,2014,,,50578,175,,203901,1654135,2973928,3769693
Russia,RUS,2015,,,49962,193,,204489,1649373,3098678,4087556
Russia,RUS,2016,,,50648,178,,213210,1588769,3355060,4231982
Russia,RUS,2017,,,45093,179,,219492,1569267,3515740,4542244
Russia,RUS,2018,,,45388,137,,223816,1608136,3744170,4543002
Russia,RUS,2019,,,46032,143,,216754,1625163,3936829,4606359
Russia,RUS,2020,,,48166,131,,214769,1633742,4281613,4576733
Rwanda,RWA,1961,4000,,,,,2375,4056,1092,333
Rwanda,RWA,1962,4000,,,,,2363,4281,1197,360
Rwanda,RWA,1963,4000,,,,,2207,4992,990,387
Rwanda,RWA,1964,4000,,,,,2013,5200,754,410
Rwanda,RWA,1965,4000,,,,,1966,5262,546,432
